,CRN,Course Code,Course Title,Teaching Method,Instructor,Building,Day,Time,Room,Capacity,Enrolled,Reservation Maj./Cap./Enrl.,Major Restriction,Prerequisites,Credit/Class Resc.
0,24411,EUT 108E,Materials&Manufacturing Meth.,Physical (Face to face),Cemal İrfan Çalışkan,MMB,Thursday,13:30/17:29,227,40,40,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",-,-
1,24412,EUT 108E,Materials&Manufacturing Meth.,Physical (Face to face),Demet Günal Ertaş,MMB,Thursday,13:30/17:29,227,40,37,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",-,-
2,24414,EUT 126E,Materials in Design,Physical (Face to face),Layıka Ney Ece Arıburun Kırca,MMB,Thursday,13:30/17:29,213,10,1,-,"ENTE_LS, EUT_LS, EUTE_LS",-,-
3,24416,EUT 138E,Design Theories and Methods,Physical (Face to face),Pelin Efilti,MMB,Monday,13:30/16:29,231,95,78,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",-,-
4,24424,EUT 220E,Industrial Design Studio I,Physical (Face to face),Aysun Ateş Akdeniz,MMB MMB,Tuesday Friday,13:30/17:29 14:00/17:59,217C 217C,18,18,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",Detail,-
5,24425,EUT 220E,Industrial Design Studio I,Physical (Face to face),Ahmet Hamurcu,MMB MMB,Tuesday Friday,13:30/17:29 14:00/17:59,217C 217C,18,18,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",Detail,-
6,24498,EUT 220E,Industrial Design Studio I,Physical (Face to face),Yağmur Gizem Avcı,MMB MMB,Tuesday Friday,13:30/17:29 14:00/17:59,217C 217C,18,16,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",Detail,-
7,24500,EUT 220E,Industrial Design Studio I,Physical (Face to face),Pelin Öztürk,MMB MMB,Tuesday Friday,13:30/17:29 14:00/17:59,217C 217C,18,16,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",Detail,-
8,24789,EUT 240E,Model Making II,Physical (Face to face),Kenan Dönmez,MMB,Friday,09:30/12:29,EUT ATELYE,28,11,-,"ENT_LS, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",Detail,-
9,24504,EUT 246E,History of Design I,Physical (Face to face),Meltem Maralcan Gülmen,MMB,Friday,10:30/12:29,229,90,68,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",-,-
10,24505,EUT 272E,Human Factors inProduct Design,Physical (Face to face),Ekrem Cem Alppay,MMB,Monday,09:30/12:29,215,150,69,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",-,-
11,24506,EUT 319E,Industrial Design Studio II,Physical (Face to face),Cemal İrfan Çalışkan,MMB MMB,Tuesday Friday,13:30/17:29 14:00/17:59,217C 217C,20,1,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",Detail,-
12,24507,EUT 320E,Industrial Design Studio III,Physical (Face to face),Koray Gelmez,MMB MMB,Tuesday Friday,13:30/17:29 14:00/17:59,217B 217B,25,23,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",Detail,-
13,24508,EUT 320E,Industrial Design Studio III,Physical (Face to face),Elif Küçüksayraç,MMB MMB,Tuesday Friday,13:30/17:29 14:00/17:59,217A 217A,25,22,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",Detail,-
14,24509,EUT 320E,Industrial Design Studio III,Physical (Face to face),Layıka Ney Ece Arıburun Kırca,MMB MMB,Tuesday Friday,13:30/17:29 14:00/17:59,217A 217A,25,25,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",Detail,-
15,24511,EUT 342E,Law and Legal Issues in Design,Physical (Face to face),Ekrem Cem Alppay,MMB,Monday,13:30/16:29,307,20,5,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",-,-
16,24512,EUT 352E,Strategic Design & Management,Physical (Face to face),Elif Küçüksayraç,MMB,Thursday,08:30/12:29,216,100,91,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",-,-
17,24515,EUT 419E,Industrial Design Studio IV,Physical (Face to face),Demet Günal Ertaş,MMB MMB,Tuesday Friday,13:30/17:29 14:00/17:59,3502 3502,20,9,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",Detail,-
18,24518,EUT 439E,Professional Practice in Design,Physical (Face to face),Koray Gelmez,MMB,Monday,13:30/16:29,216,90,68,-,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",-,-
19,24523,EUT 4902E,Graduation Project,Physical (Face to face),Ahmet Hamurcu,-,-,-/-,-,100,61,-,"ENT_LS, ENTE_LS, EUTE_LS",Detail,Detail
