,CRN,Course Code,Course Title,Teaching Method,Instructor,Building,Day,Time,Room,Capacity,Enrolled,Reservation Maj./Cap./Enrl.,Major Restriction,Prerequisites,Credit/Class Resc.
0,22902,SYC 501E,Political Philosophy,Physical (Face to face),Gürcan Koçan,FEB,Tuesday,09:30/12:29,--,20,9,-,-,-,-
1,22905,SYC 504E,Methodology in Social Sciences,Physical (Face to face),Giovanni Filippo Mion,FEB,Thursday,14:30/17:29,--,20,11,-,-,-,-
2,22910,SYC 514E,Contemporary Political Theory,Physical (Face to face),Gürcan Koçan,FEB,Monday,09:30/12:29,--,20,4,-,-,-,-
3,22918,SYC YLT,Thesis,Physical (Face to face),Ayşe Serdar,-,-,-/-,-,200,5,-,-,-,-
