,CRN,Course Code,Course Title,Teaching Method,Instructor,Building,Day,Time,Room,Capacity,Enrolled,Reservation Maj./Cap./Enrl.,Major Restriction,Prerequisites,Credit/Class Resc.
0,25096,BHB 204E,Spatial Data Science,Physical (Face to face),Ayda Fıtrıye Aktaş,ISB,Tuesday,09:30/12:29,110,38,7,BHB_YD/30/2 | Diğer/8/5,"BHB_YD, ECNE_LS, END_LS, ENDE_LS, VBAE_LS",Detail,-
