,CRN,Course Code,Course Title,Teaching Method,Instructor,Building,Day,Time,Room,Capacity,Enrolled,Reservation Maj./Cap./Enrl.,Major Restriction,Prerequisites,Credit/Class Resc.
0,23961,SEC 221E,Fundamentals of Cryptography,Physical (Face to face),İbrahim Gülataş,BBB,Wednesday,08:30/11:29,Z-22,30,7,-,SECE_LS,Detail,-
