,CRN,Course Code,Course Title,Teaching Method,Instructor,Building,Day,Time,Room,Capacity,Enrolled,Reservation Maj./Cap./Enrl.,Major Restriction,Prerequisites,Credit/Class Resc.
0,21958,IKY 504,Dijital Çağda İnovasyon Yönetimi,Physical (Face to face),Adnan Veysel Ertemel,ISB,Thursday,14:30/17:29,206,25,7,-,-,-,-
1,21961,IKY 506,İnsan Kaynakları Yönetimi,Physical (Face to face),Fatma Küskü Akdoğan,ISB,Wednesday,09:30/12:29,202,25,14,-,-,-,-
2,21965,IKY 514,Yönetimde İstatistiksel Analiz Uygulamaları,Physical (Face to face),Suat Küçükçifçi,ISB,Tuesday,14:30/17:29,202,25,14,-,-,-,-
3,21967,IKY 516,Uluslararası İnsan Kaynakları Yönetimi,Physical (Face to face),Salim Atay,ISB,Tuesday,09:30/12:29,206,25,14,-,-,-,-
4,25322,IKY YLT,Tez Çalışması,Physical (Face to face),Umut Asan,-,-,-/-,-,200,5,-,-,-,-
